ID,SUB_ID,Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Paper Title,Journal,Author,Source,Language,Peer-Reviewed? (As of 2 April 2020),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine (μmol/L),Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra (lopinavir–ritonavir),Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
176,2,USA,New York City,263,35.39%,Clinical Characteristics of Covid-19 in New York City,NEJM,Goyal et al.,https://www.nejm.org/doi/full/10.1056/NEJMc2010419,English,Yes,Observational,3/3/20,3/27/20,24,Subgroup,No invasive mechanical ventilation,Positive only,End-point and active,Both,Both,Yes,Both,All,Non-ventilation only,61.5,,,47,75,6.10%,55.50%,38.40%,12.90%,16%,,33%,,,,,,,,5,5,2,7,5.30%,,,31.90%,,48.30%,24%,11%,4.90%,4.90%,,,,,21%,,,4.20%,77.60%,51.70%,,,28.90%,,,25.10%,,,,,,,0%,0%,100%,0%,1,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,4.20%,,,46.80%,5.30%,,,,,,0%,,0.40%,,,,,,,,1.50%,,,,,,1.80%,,,1,,0.9,,,,0.08,0.08
177,0,China,Nationwide,731,25.28%,Epidemiological Characteristics of 2143 Pediatric Patients With 2019 Coronavirus Disease in China,Pediatrics,Dong et. al.,https://pediatrics.aappublications.org/content/pediatrics/early/2020/03/16/peds.2020-0702.full.pdf,English,Yes,Observational,12/1/19,2/8/20,69,Top-level,Top level,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,10,,,5,15,,56.60%,0%,0%,100%,0%,0%,100%,45.90%,54.10%,,,,,2,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.90%,84.20%,2.50%,0.40%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.97,,,,0,0
181,0,USA,South Carolina,368,23.60%,Outcomes of hydroxychloroquine usage in United States veterans hospitalized with Covid-19,MedRxiv,Magagnoli et. al.,https://www.medrxiv.org/content/10.1101/2020.04.16.20065920v1.full.pdf,English,No,Observational,3/1/20,4/11/20,41,Top-level,Top level-US veterans,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,68.96,,59.26,74.69,,,,28.52%,64.13%,,,7.35%,,,,,,,,,,,,14.14%,,29.93,,,,67.67%,17.97%,19.58%,16.04%,9.27%,12.79%,,,42.31%,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.07%,,,,,,,11.68%,,,,,,,,,,,,,,,,,,,1,,0.81,,,,0.19,0.19
181,1,USA,South Carolina,97,23.60%,Outcomes of hydroxychloroquine usage in United States veterans hospitalized with Covid-19,MedRxiv,Magagnoli et. al.,https://www.medrxiv.org/content/10.1101/2020.04.16.20065920v1.full.pdf,English,No,Observational,3/1/20,4/11/20,41,Subgroup,Hydroxychloroquine group,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,70,,60,75,,,,23.70%,68.00%,,,8.30%,,,,,,,,,,,,18.60%,,30.5,,,,79.40%,25.80%,22.70%,18%,8.20%,20.70%,,,43.00%,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,13.30%,,,,,,,,,,,,,,,,,,,1,,0.72,,,,0.28,0.28
181,2,USA,South Carolina,113,23.60%,Outcomes of hydroxychloroquine usage in United States veterans hospitalized with Covid-19,MedRxiv,Magagnoli et. al.,https://www.medrxiv.org/content/10.1101/2020.04.16.20065920v1.full.pdf,English,No,Observational,3/1/20,4/11/20,41,Subgroup,Hydroxychloroquine and azithromyncin group,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,68,,59,74,,,,34.50%,59.30%,,,6.20%,,,,,,,,,,,,11.50%,,29.9,,,,54.90%,13.30%,17.70%,13%,10.70%,7.10%,,,46.90%,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,6.90%,,,,,,,,,,,,,,,,,,,1,,0.78,,,,0.22,0.22
181,3,USA,South Carolina,158,23.60%,Outcomes of hydroxychloroquine usage in United States veterans hospitalized with Covid-19,MedRxiv,Magagnoli et. al.,https://www.medrxiv.org/content/10.1101/2020.04.16.20065920v1.full.pdf,English,No,Observational,3/1/20,4/11/20,41,Subgroup,No hydroxy group,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,69,,59,75,,,,27.20%,65.20%,,,7.60%,,,,,,,,,,,,13.30%,,29.6,,,,69.60%,16.50%,19.00%,17%,8.90%,12%,,,38.60%,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,14.10%,,,,,,,,,,,,,,,,,,,1,,0.89,,,,0.11,0.11
182,0,USA,New York,5700,33.15%,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area",JAMA,Richardson et. al.,https://jamanetwork.com/journals/jama/fullarticle/2765184,English,Yes,Observational,1/31/20,4/20/20,80,Top-level,Top level,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,63,,,52,75,,60.30%,39.80%,22.60%,8.70%,23%,5.90%,,,,,,,,,,,,15.60%,,,41.70%,,56.60%,33.80%,18.00%,5.40%,6%,0.60%,,5%,,,37.5,,17.30%,,,,,,,,,,,,,,,,,,,,7,5.2,9.5,0.88,0.6,1.2,,,,,,5.3,3.7,7.7,,,,,,33,46,,,,,,171,130,,,0.2,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.37,,,,0.1,0.21
182,1,USA,New York,2634,17.42%,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area",JAMA,Richardson et. al.,https://jamanetwork.com/journals/jama/fullarticle/2765184,English,Yes,Observational,1/31/20,4/20/20,80,Subgroup,Total discharged dead and alive patients,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.86%,28.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20%,,3.20%,,,,,,,,,,,,,22.20%,,,,1,0.14,0.79,,4.1,,0.21,0.21
183,0,UK,Nationwide,202,26.40%,Alterations in Smell or Taste in Mildly Symptomatic Outpatients With SARS-CoV-2 Infection,JAMA,Spinto et. al.,https://jamanetwork.com/journals/jama/fullarticle/2765183,English,Yes,Observational,1/31/20,3/22/20,51,Top-level,Top level,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,56,,,45,67,,48%,,,,,,,,,,,,,,,,,31.20%,60.40%,,,55.90%,,,,,,,,,,55.90%,,,,60.40%,41.10%,42.60%,,44.60%,68.30%,,43.60%,26.10%,54.50%,36.10%,,,64.40%,0%,100%,0%,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
184,0,USA,Washington,48,23.60%,"Symptom Screening at Illness Onset of Health Care Personnel With SARS-CoV-2 Infection in King County, Washington",JAMA,Chow et. al.,https://jamanetwork.com/journals/jama/fullarticle/2764953,English,Yes,Observational,2/28/20,3/13/20,14,Top-level,Top level,Positive only,End-point and active,Both,Both,No,Both,All,Both,43,,,,,100%,77.10%,,,,,,,,,,,,,,,,,,,,,47.90%,,,,,,,,,,41.70%,,,,50%,10.40%,16.70%,,35.40%,,,6.30%,2.10%,2.10%,14.60%,14.60%,,,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0,,,,,0,0
184,1,USA,Washington,40,21.91%,"Symptom Screening at Illness Onset of Health Care Personnel With SARS-CoV-2 Infection in King County, Washington",JAMA,Chow et. al.,https://jamanetwork.com/journals/jama/fullarticle/2764953,English,Yes,Observational,2/28/20,3/13/20,14,Subgroup,With fever/cough/shortness of breath,Positive only,End-point and active,Both,Both,No,Both,All,Both,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,,60%,13%,17.50%,,37.50%,,,7.50%,2.50%,2.50%,17.50%,12.50%,,,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0,,,,,0,0
184,2,USA,Washington,8,22.47%,"Symptom Screening at Illness Onset of Health Care Personnel With SARS-CoV-2 Infection in King County, Washington",JAMA,Chow et. al.,https://jamanetwork.com/journals/jama/fullarticle/2764953,English,Yes,Observational,2/28/20,3/13/20,14,Subgroup,Without fever/cough/shortness of breath,Positive only,End-point and active,Both,Both,No,Both,All,Both,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0%,0%,12.50%,,25%,,,0%,0%,0%,0%,25%,,,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0
185,0,China,Wuhan,171,32.58%,SARS-CoV-2 Infection in Children,NEJM,Lu et. al.,https://www.nejm.org/doi/full/10.1056/NEJMc2005073,English,Yes,Observational,1/28/20,2/26/20,29,Top-level,Top level,Positive only,End-point and active,Both,Both,No,Both,All,Both,6.7,,,2,9.8,,60.80%,0%,0%,100%,0%,0%,100%,,90.10%,,,,,,,,,,,,,,,,,,,,,,,41.50%,,,,48.50%,,,,,8.80%,,8.80%,6.40%,,7.60%,,,,15.79%,28.21%,63.16%,1.75%,1,6.8,,,2.9,,,,,,,,2.5,,,126,,,,,15,30,,,,4.1,33.9,,4,,,50,0.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.86,,,,0.01,0.01
185,0,China,Wuhan,27,28.09%,SARS-CoV-2 Infection in Children,NEJM,Lu et. al.,https://www.nejm.org/doi/full/10.1056/NEJMc2005073,English,Yes,Observational,1/28/20,2/26/20,29,Subgroup,Asymptomatic,Positive only,End-point and active,Both,Both,No,Both,Asymptomatic only,Non-ventilation only,9.6,,,7.6,12.6,,,0%,0%,100%,0%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,0.00%,0.00%,0.00%,1,7,,,2.8,,,,,,,,3.4,,,132,,,,,13,25,,,,4.7,42.6,,2,,,40,0.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
185,0,China,Wuhan,33,28.09%,SARS-CoV-2 Infection in Children,NEJM,Lu et. al.,https://www.nejm.org/doi/full/10.1056/NEJMc2005073,English,Yes,Observational,1/28/20,2/26/20,29,Subgroup,UPPER RESPIRATORY TRACT INFECTION,Positive only,End-point and active,Both,Both,No,Both,Mild only,Non-ventilation only,3.9,,,1.4,8.4,,,0%,0%,100%,0%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,100.00%,0.00%,0.00%,1,6.9,,,3.1,,,,,,,,2.5,,,128,,,,,13,30,,,,4.1,29,,4,,,50,0.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
185,0,China,Wuhan,111,28.09%,SARS-CoV-2 Infection in Children,NEJM,Lu et. al.,https://www.nejm.org/doi/full/10.1056/NEJMc2005073,English,Yes,Observational,1/28/20,2/26/20,29,Subgroup,Pneumonia,Positive only,End-point and active,Both,Both,No,Both,Severe/critical only,Both,5.9,,,1.2,9.3,,,0%,0%,100%,0%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,97.30%,2.70%,1,6.6,,,2.9,,,,,,,,2.3,,,125,,,,,16,32,,,,4.1,31.7,,4,,,60,0.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.8,,,,0.01,0.01
186,0,China,Guangzhou,86,28.09%,Efficacy and safety of lopinavir/ritonavir or arbidol in adult patients with mild/moderate COVID-19: an exploratory randomized controlled trial,Cell Press,Li et. al.,https://marlin-prod.literatumonline.com/pb-assets/products/coronavirus/MEDJ1.pdf,English,Yes,Observational,2/1/20,4/17/20,77,Top-level,All,Positive only,End-point and active,Survivors,Both,Yes,Both,Both,Both,49.4,49.4,14.7,34.7,64.1,,46.50%,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.40%,,,,64.00%,0%,0%,,,,,14%,2.30%,5.80%,,,,,,84.90%,12.80%,2.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.23%,39.53%,0.00%,0.00%,0.00%,0.00%,40.70%,0.00%,14.00%,,,,62.80%,2.30%,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
186,1,China,Guangzhou,34,28.09%,Efficacy and safety of lopinavir/ritonavir or arbidol in adult patients with mild/moderate COVID-19: an exploratory randomized controlled trial,Cell Press,Li et. al.,https://marlin-prod.literatumonline.com/pb-assets/products/coronavirus/MEDJ1.pdf,English,Yes,Observational,2/1/20,4/17/20,77,Subgroup,Randomly assigned to receive LPV/r,Positive only,End-point and active,Survivors,Both,Yes,Both,Both,,50.7,50.7,15.4,35.3,66.1,,50.00%,,,100%,,,,,,,,,,,3.5,2,6,,,,,20.60%,,,,,,,,,,79.40%,,,,61.80%,0%,0%,,,,,27%,0%,14.70%,,,,,,76.40%,17.60%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
186,2,China,Guangzhou,35,28.09%,Efficacy and safety of lopinavir/ritonavir or arbidol in adult patients with mild/moderate COVID-19: an exploratory randomized controlled trial,Cell Press,Li et. al.,https://marlin-prod.literatumonline.com/pb-assets/products/coronavirus/MEDJ1.pdf,English,Yes,Observational,2/1/20,4/17/20,77,Subgroup,Arbidol,Positive only,End-point and active,Survivors,Both,Yes,Both,Both,,50.5,50.5,14.6,35.9,65.1,,45.70%,,,100%,,,,,,,,,,,6,2,8,,,,,14.30%,,,,,,,,,,62.90%,,,,71.40%,0%,0%,,,,,8.60%,5.90%,0%,,,,,,91.40%,8.60%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
186,3,China,Guangzhou,17,26.40%,Efficacy and safety of lopinavir/ritonavir or arbidol in adult patients with mild/moderate COVID-19: an exploratory randomized controlled trial,Cell Press,Li et. al.,https://marlin-prod.literatumonline.com/pb-assets/products/coronavirus/MEDJ1.pdf,English,Yes,Observational,2/1/20,4/17/20,77,Subgroup,No antiviral medication,Positive only,End-point and active,Survivors,Both,Yes,Both,Both,,44.3,44.3,,,,,41.20%,,,100%,,,,,,,,,,,5,2,8,,,,,35.30%,,,,,,,,,,52.90%,,,,52.90%,0%,0%,,,,,0%,0%,0%,,,,,,88.20%,11.80%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
186,4,China,Guangzhou,13,28.65%,Efficacy and safety of lopinavir/ritonavir or arbidol in adult patients with mild/moderate COVID-19: an exploratory randomized controlled trial,Cell Press,Li et. al.,https://marlin-prod.literatumonline.com/pb-assets/products/coronavirus/MEDJ1.pdf,English,Yes,Observational,2/1/20,4/17/20,77,Subgroup,Severe/Critical,Positive only,End-point and active,Survivors,Both,Yes,Both,Severe/critical only,Both,60.1,60.1,13.8,46.3,73.9,,61.50%,,,100%,,,,,,,,,,,,,,,,,,,38.50%,15.40%,,,,7.70%,,,,100%,,,,69.20%,0%,0%,,,,,,,,,,,,,0%,84.60%,15.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.60%,61.50%,0.00%,0.00%,0.00%,0.00%,23.10%,0.00%,,,,,,15.40%,,,,,,,,,,,,,,,,,,,,1,1,0.92,,,,0,0
188,0,USA,Washington,57,26.97%,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility,NEJM,Arons et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2008457?articleTools=true,English,Yes,Observational,3/13/20,4/3/20,21,Subgroup,All positive tests,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,78.6,78.6,9.5,,,,,,,,,,,,,,4,3,5,,,,,,,,22.90%,97.90%,,37.50%,81.30%,37.50%,,,39.60%,37.50%,,10.40%,,,,58.30%,10.40%,4.20%,,2.10%,,,4.20%,10.40%,,14.60%,0.00%,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.05,,,,,0.26,0.26
188,1,USA,Washington,28,21.91%,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility,NEJM,Arons et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2008457?articleTools=true,English,Yes,Observational,3/13/20,4/3/20,21,Subgroup,Negative and participated in data collection,Negative only,Active only,,,,,,,73.8,73.8,11.5,,,,,,,,,,,,,,,,,,,,,,,,21.40%,100.00%,,39.30%,60.70%,28.60%,,,28.60%,32.10%,,50.00%,,,,35.70%,10.70%,7.10%,,3.60%,,,7.10%,7.10%,,17.90%,0.00%,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,
190,0,USA,Houston,754,16.29%,Racial and Ethnic Disparities in SARS-CoV-2 Pandemic: Analysis of a COVID-19 Observational Registry for a Diverse U.S. Metropolitan Population,MedRxiv,Vahidy et. al.,https://www.medrxiv.org/content/10.1101/2020.04.24.20073148v1.full.pdf,English,No,Observational,1/28/20,3/5/20,37,Top-level,Tested positive,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,53.2,53.2,17.8,,,,43.10%,51.70%,32.60%,10.30%,21.80%,5.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,USA,Houston,3759,12.92%,Racial and Ethnic Disparities in SARS-CoV-2 Pandemic: Analysis of a COVID-19 Observational Registry for a Diverse U.S. Metropolitan Population,MedRxiv,Vahidy et. al.,https://www.medrxiv.org/content/10.1101/2020.04.24.20073148v1.full.pdf,English,No,Observational,1/28/20,3/5/20,37,Subgroup,Tested negative,Negative only,Active only,,,,,,,50.1,50.1,19.1,,,,36.80%,58.80%,24.30%,9.20%,18.10%,7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,China,Nationwide,21,53.37%,Clinical course and risk factors for mortality of COVID-19 patients with pre-existing cirrhosis: A multicenter cohort study,MedRxiv,Qi et. al.,https://www.medrxiv.org/content/10.1101/2020.04.24.20072611v1.full.pdf,English,No,Observational,12/31/19,3/24/20,84,Top-level,All patients with cirrhosis,Positive only,End-point only,Both,Both,Yes,Both,All,Both,68,68,,52,75,,52%,0%,0%,100%,0%,0%,0.952,,,,,,,,8,3,14,,,,,1,33.30%,19.00%,19.00%,,14.30%,0.095,,9.50%,,76.20%,,,,71.40%,57.10%,,33.30%,,,,9.50%,,,14.30%,,,,0.00%,,,,1,4.3,2.8,5.5,0.8,0.5,1.2,,,120,70,182,3,1.7,4.3,,,,,34.2,30,38,15,11,23,6,66,87,18.3,23,,0.1,,12.8,71.40%,81.00%,33.30%,,,,,,,38.10%,23.80%,,,95.20%,19.00%,14.30%,9.50%,9.50%,,,,,,28.60%,,,14.30%,4.80%,,,4.80%,28.60%,,,1,0.24,0.76,,16,,0.24,0.24
191,1,China,Nationwide,5,54.49%,Clinical course and risk factors for mortality of COVID-19 patients with pre-existing cirrhosis: A multicenter cohort study,MedRxiv,Qi et. al.,https://www.medrxiv.org/content/10.1101/2020.04.24.20072611v1.full.pdf,English,No,Observational,12/31/19,3/24/20,84,Subgroup,Non-survivor,Positive only,End-point only,Non-Survivors only,Both,Yes,Both,Severe/Critical Only,Both,68,68,,50,75,,80%,0%,0%,100%,0%,0%,1,,,,,,,,3,3,20,,,,,1,40.00%,49.00%,40.00%,,20.00%,0.2,,0.00%,,100.00%,,,,80.00%,60.00%,,40.00%,,,,20.00%,,,0.00%,,,,0.00%,0.00%,0.00%,100.00%,1,4.6,1.9,9.1,0.4,0.2,1.1,,,77,44,93,4,1.5,7.5,,,,,29,30,42,22.2,16.6,34.6,5.5,66.2,63,50,61,,0.1,,14,100.00%,80.00%,,,,,,,,100.00%,60.00%,,,100.00%,60.00%,60.00%,40.00%,40.00%,,,,,,100.00%,,,40.00%,20.00%,,,20.00%,60.00%,,,1,0.8,0,,16,,1,1
191,2,China,Nationwide,16,52.81%,Clinical course and risk factors for mortality of COVID-19 patients with pre-existing cirrhosis: A multicenter cohort study,MedRxiv,Qi et. al.,https://www.medrxiv.org/content/10.1101/2020.04.24.20072611v1.full.pdf,English,No,Observational,12/31/19,3/24/20,84,Subgroup,Survivor,Positive only,End-point only,Survivors only,Both,Yes,Both,All,Both,69,69,,52,75,,44%,0%,0%,100%,0%,0%,0.938,,,,,,,,8,4,15,,,,,1,31.30%,12.50%,12.50%,,12.50%,0.062,,12.50%,,68.80%,,,,68.80%,56.30%,,31.30%,,,,6.30%,,,18.80%,,,,0.00%,,,,1,4.3,3.1,5.2,0.9,0.7,1.3,,,126,83,201,3,1.6,4.2,,,,,37.5,28,31,12.6,8.9,20,5.3,60.1,91,7.2,22,,0,,12.6,62.50%,81.30%,,,,,,,,18.80%,12.50%,,,93.80%,6.30%,0.00%,0.00%,0.00%,,,,,,6.30%,,,6.30%,0.00%,,,6.30%,18.80%,,,1,0.06,1,,16,,0,0
192,0,USA,New York,3055,27.53%,Machine Learning to Predict Mortality and Critical Events in COVID-19 Positive New York City Patients,MedRxiv,Vaid et. al.,https://www.medrxiv.org/content/10.1101/2020.04.26.20073411v1.full.pdf,English,No,Observational,3/9/20,4/11/20,33,Top-level,Across hospitals,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,65.7,64.5,16.5,54.4,76.5,,58.10%,,,,,,,,,,,,,,,,,0.436,,,,,38.00%,25.00%,16.00%,,7.00%,,,10.00%,,,37.1,,,,,,,,,,,,,,,,,,,,,,8.39,5.4,10.3,,,,,,221,155,268,,,,12.7,11.3,13.9,,2.97,,,,,,,,1.73,94.8,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17,,,,,0.06,
